1263977550	20240919	202409	2024	2024.7096	BUS	INDUSTRY						BUS			MNCUSA	WELLS FARGO	USA					MNC			1	070	070	07	2	7.0	10	1	10	-0.15898251192368	4	Blackrock, Nova Scotia, Canada	CA	CA07	12626	45.3167	-60.95	-561321	4	Blackrock, Nova Scotia, Canada	CA	CA07	12626	45.3167	-60.95	-561321	4	Blackrock, Nova Scotia, Canada	CA	CA07	12626	45.3167	-60.95	-561321	20250919024500	https://itbrief.co.nz/story/banks-accelerate-shift-from-ai-research-to-practical-deployment
1263977929	20250919	202509	2025	2025.7096	ESP	BARCELONA	ESP								FRA	PARIS	FRA								1	036	036	03	1	4.0	1	1	1	2.24719101123596	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20250919024500	https://www.fanatik.com.tr/en/barcelona-defeats-newcastle-united-with-rashfords-brace-2594854
1263977930	20250919	202509	2025	2025.7096	ESP	BARCELONA	ESP								FRAREL	PARIS	FRA								1	036	036	03	1	4.0	4	1	4	2.24719101123596	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250919024500	https://www.fanatik.com.tr/en/barcelona-defeats-newcastle-united-with-rashfords-brace-2594854
1263977931	20250919	202509	2025	2025.7096	ESP	SPAIN	ESP								FRAREL	FRANCE	FRA								1	036	036	03	1	4.0	2	1	2	2.24719101123596	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20250919024500	https://www.fanatik.com.tr/en/barcelona-defeats-newcastle-united-with-rashfords-brace-2594854
1263977932	20250919	202509	2025	2025.7096	ESP	SPAIN	ESP								GOV	MAYOR						GOV			0	042	042	04	1	1.9	8	1	4	5.12820512820512	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20250919024500	https://www.hola.com/us/fashion/20250919856695/carolina-herrera-madrid-first-major-runway-outside-new-york/
1263977933	20250919	202509	2025	2025.7096	ESP	BARCELONA	ESP								REL	SAINT									1	036	036	03	1	4.0	5	1	5	2.24719101123596	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20250919024500	https://www.fanatik.com.tr/en/barcelona-defeats-newcastle-united-with-rashfords-brace-2594854
1263977934	20250919	202509	2025	2025.7096	ESP	SPANISH	ESP								USA	COLUMBUS	USA								1	042	042	04	1	1.9	4	1	4	0	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250919024500	https://www.dorsetecho.co.uk/news/25466744.nao-victoria-call-weymouth-pirate-festival/
1263977935	20250919	202509	2025	2025.7096	EUR	EUROPE	EUR								AUS	AUSTRALIA	AUS								0	090	090	09	2	-2.0	4	1	4	-7.79392338177014	1	United States	US	US		39.828175	-98.5795	US	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250919024500	https://timesofindia.indiatimes.com/india/this-killer-stalking-kerala-attacks-through-the-nose/articleshow/123987907.cms
1263977936	20250919	202509	2025	2025.7096	EUR	EUROPE	EUR								ITA	ITALY	ITA								1	036	036	03	1	4.0	10	1	10	0.58616647127784	4	Palermo, Sicilia, Italy	IT	IT15	18395	38.1167	13.3667	-123798	4	Palermo, Sicilia, Italy	IT	IT15	18395	38.1167	13.3667	-123798	4	Palermo, Sicilia, Italy	IT	IT15	18395	38.1167	13.3667	-123798	20250919024500	https://fortune.com/2025/09/18/italy-france-germany-alps-tunnel-train-travel/
1263977937	20250919	202509	2025	2025.7096	FJI	FIJI	FJI																		0	051	051	05	1	3.4	5	1	5	6.05187319884727	4	Naitasiri Province, Central, Fiji	FJ	FJ01	40197	-17.8333	178.25	-1189957	0								4	Naitasiri Province, Central, Fiji	FJ	FJ01	40197	-17.8333	178.25	-1189957	20250919024500	https://www.fijivillage.com/news/Bamboo-could-transform-housing-and-livelihoods-in-Fiji---Bainivalu-fr85x4/
1263977938	20250919	202509	2025	2025.7096	FJI	FIJI	FJI																		1	051	051	05	1	3.4	2	1	2	5.85585585585586	4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	0								4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	20250919024500	https://www.fijivillage.com/news/Successful-conclusion-of-MSME-training-program-marked-in-Suva-f85r4x/
1263977939	20250919	202509	2025	2025.7096	FJIGOV	FIJI	FJI					GOV			FJIELIGOV	SITIVENI RABUKA	FJI					ELI	GOV		1	017	017	01	1	0.0	7	1	7	-5.39215686274509	1	Fiji	FJ	FJ		-18	178	FJ	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20250919024500	https://www.fijivillage.com/news/NGO-Coalition-on-Human-Rights-ashamed-of-govts-decision-to-open-Embassy-in-Israel-8x5r4f/
1263977940	20250919	202509	2025	2025.7096	FRA	CHAMPAGNE	FRA																		0	130	130	13	3	-4.4	5	1	5	-1.86113099498927	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250919024500	https://www.thedailybeast.com/obsessed/rhoc-recap-did-tamra-judge-have-an-affair-with-a-rock-star/
1263977941	20250919	202509	2025	2025.7096	FRA	PARIS	FRA								ESP	BARCELONA	ESP								1	036	036	03	1	4.0	1	1	1	2.24719101123596	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250919024500	https://www.fanatik.com.tr/en/barcelona-defeats-newcastle-united-with-rashfords-brace-2594854
1263977942	20250919	202509	2025	2025.7096	FRA	PARIS	FRA								ESP	BARCELONA	ESP								1	036	036	03	1	4.0	1	1	1	2.24719101123596	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20250919024500	https://www.fanatik.com.tr/en/barcelona-defeats-newcastle-united-with-rashfords-brace-2594854
1263977943	20250919	202509	2025	2025.7096	FRA	FRENCH	FRA								PSE	PALESTINIAN	PSE								0	010	010	01	1	0.0	1	1	1	-4.66321243523316	1	France	FR	FR		46	2	FR	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	France	FR	FR		46	2	FR	20250919024500	https://www.israelnationalnews.com/news/415186
1263977944	20250919	202509	2025	2025.7096	FRA	FRENCH	FRA								PSE	PALESTINIAN	PSE								0	010	010	01	1	0.0	1	1	1	-4.66321243523316	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20250919024500	https://www.israelnationalnews.com/news/415186
1263977945	20250919	202509	2025	2025.7096	FRA	FRENCH	FRA								PSEREB	HAMAS	PSE					REB			0	192	192	19	4	-9.5	4	1	4	-4.66321243523316	1	France	FR	FR		46	2	FR	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250919024500	https://www.israelnationalnews.com/news/415186
1263977946	20250919	202509	2025	2025.7096	FRAGOV	FRANCE	FRA					GOV			ISR	ISRAEL	ISR								0	010	010	01	1	0.0	4	1	4	-4.66321243523316	1	France	FR	FR		46	2	FR	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	France	FR	FR		46	2	FR	20250919024500	https://www.israelnationalnews.com/news/415186
1263977947	20250919	202509	2025	2025.7096	FRAGOV	FRENCH	FRA					GOV			PSE	PALESTINIAN	PSE								0	010	010	01	1	0.0	2	1	2	-4.66321243523316	1	France	FR	FR		46	2	FR	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	France	FR	FR		46	2	FR	20250919024500	https://www.israelnationalnews.com/news/415186
1263977948	20250919	202509	2025	2025.7096	FRAGOV	FRENCH	FRA					GOV			PSEREB	HAMAS	PSE					REB			0	192	192	19	4	-9.5	6	1	6	-4.66321243523316	1	France	FR	FR		46	2	FR	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250919024500	https://www.israelnationalnews.com/news/415186
1263977949	20250919	202509	2025	2025.7096	FRAREL	PARIS	FRA								ESP	BARCELONA	ESP								1	036	036	03	1	4.0	4	1	4	2.24719101123596	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250919024500	https://www.fanatik.com.tr/en/barcelona-defeats-newcastle-united-with-rashfords-brace-2594854
1263977950	20250919	202509	2025	2025.7096	FRAREL	FRANCE	FRA								ESP	SPAIN	ESP								1	036	036	03	1	4.0	2	1	2	2.24719101123596	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20250919024500	https://www.fanatik.com.tr/en/barcelona-defeats-newcastle-united-with-rashfords-brace-2594854
1263977951	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR																		0	010	010	01	1	0.0	2	1	2	-5.91304347826087	1	United Kingdom	UK	UK		54	-4	UK	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919024500	https://www.readingeagle.com/2025/09/18/trump-jimmy-kimmel/
1263977952	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR																		1	017	017	01	1	0.0	4	1	4	-7.56578947368422	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20250919024500	https://www.yahoo.com/news/articles/trump-confirms-hell-attend-charlie-185222270.html
1263977953	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR																		1	0211	021	02	1	3.4	4	1	4	3.08880308880309	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	0								4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	20250919024500	http://www.bignewsnetwork.com/news/278586726/telangana-cm-reddy-urges-uk-firms-to-invest-in-pharma-ev-future-city-development
1263977954	20250919	202509	2025	2025.7096	GBR	BRITAIN	GBR																		0	070	070	07	2	7.0	1	1	1	-3.487358326068	1	United Kingdom	UK	UK		54	-4	UK	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250919024500	https://www.yakimaherald.com/news/local/appeals-court-reverses-yakima-doctors-punishment-for-covid-blog-posts/article_f7283341-b66d-4fbf-a9e9-67afcc56a890.html
1263977955	20250919	202509	2025	2025.7096	GBR	BRITAIN	GBR																		0	070	070	07	2	7.0	1	1	1	-3.487358326068	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://www.yakimaherald.com/news/local/appeals-court-reverses-yakima-doctors-punishment-for-covid-blog-posts/article_f7283341-b66d-4fbf-a9e9-67afcc56a890.html
1263977956	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR																		1	130	130	13	3	-4.4	3	1	3	-6.55940594059406	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250919024500	https://timesofindia.indiatimes.com/world/us/license-should-be-taken-away-donald-trump-wants-to-punish-tv-networks-over-negative-coverage-calls-jimmy-kimmel-untalented/articleshow/123988016.cms
1263977957	20250919	202509	2025	2025.7096	GBR	LONDON	GBR																		1	141	141	14	3	-6.5	2	1	2	1.60550458715597	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20250919024500	https://www.greenleft.org.au/content/britain-far-right-faces-new-challenges-left
1263977958	20250919	202509	2025	2025.7096	GBR	LONDON	GBR																		1	141	141	14	3	-6.5	6	1	6	1.60550458715597	1	Ireland	EI	EI		53	-8	EI	0								1	Ireland	EI	EI		53	-8	EI	20250919024500	https://www.greenleft.org.au/content/britain-far-right-faces-new-challenges-left
1263977959	20250919	202509	2025	2025.7096	GBR	LONDON	GBR																		1	141	141	14	3	-6.5	2	1	2	1.60550458715597	1	United Kingdom	UK	UK		54	-4	UK	0								1	Australia	AS	AS		-25	135	AS	20250919024500	https://www.greenleft.org.au/content/britain-far-right-faces-new-challenges-left
1263977960	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR																		0	190	190	19	4	-10.0	1	1	1	-1.98170731707317	1	United Kingdom	UK	UK		54	-4	UK	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919024500	https://www.firstpost.com/world/starmer-listening-trump-says-putin-let-me-down-but-teases-good-news-related-to-ukraine-war-13934986.html
1263977961	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR																		0	190	190	19	4	-10.0	1	1	1	-1.98170731707317	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://www.firstpost.com/world/starmer-listening-trump-says-putin-let-me-down-but-teases-good-news-related-to-ukraine-war-13934986.html
1263977962	20250919	202509	2025	2025.7096	GBR	BRITISH	GBR								AUS	VICTORIA	AUS								1	043	043	04	1	2.8	8	1	8	-2.89575289575289	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://vancouversun.com:443/opinion/op-ed/opinion-putting-public-safety-first-okanagan-mayors-call-for-justice-reform
1263977963	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR								EDU	STUDENT						EDU			0	020	020	02	1	3.0	8	1	8	3.08880308880309	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	20250919024500	http://www.bignewsnetwork.com/news/278586726/telangana-cm-reddy-urges-uk-firms-to-invest-in-pharma-ev-future-city-development
1263977964	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR								EDU	STUDENT						EDU			0	020	020	02	1	3.0	2	1	2	3.08880308880309	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	20250919024500	http://www.bignewsnetwork.com/news/278586726/telangana-cm-reddy-urges-uk-firms-to-invest-in-pharma-ev-future-city-development
1263977965	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR								EDU	STUDENT						EDU			0	071	071	07	2	7.4	2	1	2	3.08880308880309	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20250919024500	http://www.bignewsnetwork.com/news/278586726/telangana-cm-reddy-urges-uk-firms-to-invest-in-pharma-ev-future-city-development
1263977966	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR								EDU	STUDENT						EDU			0	071	071	07	2	7.4	4	1	4	3.08880308880309	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	20250919024500	http://www.bignewsnetwork.com/news/278586726/telangana-cm-reddy-urges-uk-firms-to-invest-in-pharma-ev-future-city-development
1263977967	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR								EDU	STUDENT						EDU			0	071	071	07	2	7.4	2	1	2	3.08880308880309	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	20250919024500	http://www.bignewsnetwork.com/news/278586726/telangana-cm-reddy-urges-uk-firms-to-invest-in-pharma-ev-future-city-development
1263977968	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR								EUR	EUROPEAN	EUR								0	020	020	02	1	3.0	2	1	2	-1.98170731707317	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://www.firstpost.com/world/starmer-listening-trump-says-putin-let-me-down-but-teases-good-news-related-to-ukraine-war-13934986.html
1263977969	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR								EUR	EUROPEAN	EUR								0	020	020	02	1	3.0	6	1	6	-1.98170731707317	1	United Kingdom	UK	UK		54	-4	UK	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://www.firstpost.com/world/starmer-listening-trump-says-putin-let-me-down-but-teases-good-news-related-to-ukraine-war-13934986.html
1263977970	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR								EUR	EUROPEAN	EUR								0	020	020	02	1	3.0	2	1	2	-1.98170731707317	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://www.firstpost.com/world/starmer-listening-trump-says-putin-let-me-down-but-teases-good-news-related-to-ukraine-war-13934986.html
1263977971	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			0	0311	031	03	1	5.2	2	1	2	3.08880308880309	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20250919024500	http://www.bignewsnetwork.com/news/278586726/telangana-cm-reddy-urges-uk-firms-to-invest-in-pharma-ev-future-city-development
1263977972	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			0	0311	031	03	1	5.2	6	1	6	3.08880308880309	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	20250919024500	http://www.bignewsnetwork.com/news/278586726/telangana-cm-reddy-urges-uk-firms-to-invest-in-pharma-ev-future-city-development
1263977973	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			0	033	033	03	1	5.2	2	1	2	3.08880308880309	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	20250919024500	http://www.bignewsnetwork.com/news/278586726/telangana-cm-reddy-urges-uk-firms-to-invest-in-pharma-ev-future-city-development
1263977974	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			0	033	033	03	1	5.2	4	1	4	3.08880308880309	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20250919024500	http://www.bignewsnetwork.com/news/278586726/telangana-cm-reddy-urges-uk-firms-to-invest-in-pharma-ev-future-city-development
1263977975	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			0	033	033	03	1	5.2	2	1	2	3.08880308880309	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	20250919024500	http://www.bignewsnetwork.com/news/278586726/telangana-cm-reddy-urges-uk-firms-to-invest-in-pharma-ev-future-city-development
1263977976	20250919	202509	2025	2025.7096	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			1	036	036	03	1	4.0	10	1	10	-7.56578947368422	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://www.yahoo.com/news/articles/trump-confirms-hell-attend-charlie-185222270.html
