1272980526	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								JUD	JUDGE						JUD			0	084	084	08	2	7.0	3	1	3	-5.20833333333334	3	Lauderdale County, Tennessee, United States	US	USTN	TN097	35.7667	-89.6001	1639763	3	Lauderdale County, Tennessee, United States	US	USTN		35.7667	-89.6001	1639763	3	Lauderdale County, Tennessee, United States	US	USTN		35.7667	-89.6001	1639763	20251107140000	https://www.yahoo.com/news/articles/tennessee-man-banned-hunting-years-110501137.html
1272980527	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								JUD	COUNSELOR						JUD			0	120	120	12	3	-4.0	2	1	2	0.9209888511876	3	Logan Heights, California, United States	US	USCA	CA073	32.6992	-117.129	1666554	3	Logan Heights, California, United States	US	USCA		32.6992	-117.129	1666554	3	Logan Heights, California, United States	US	USCA		32.6992	-117.129	1666554	20251107140000	https://voiceofsandiego.org/2025/11/07/14-years-after-neighborhood-schools-push-san-diego-unified-students-are-just-as-likely-to-choice-out/
1272980528	20251107	202511	2025	2025.8411	USA	WASHINGTON	USA								KAZGOV	KAZAKHSTAN	KAZ					GOV			0	050	050	05	1	3.5	2	1	2	3.93313667649951	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980529	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								KAZGOV	KAZAKHSTAN	KAZ					GOV			0	050	050	05	1	3.5	2	1	2	3.93313667649951	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980530	20251107	202511	2025	2025.8411	USA	WASHINGTON	USA								KAZGOV	KAZAKHSTAN	KAZ					GOV			0	050	050	05	1	3.5	6	1	6	3.93313667649951	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980531	20251107	202511	2025	2025.8411	USA	THE US	USA								KAZGOVBUS	KAZAKHSTAN	KAZ					GOV	BUS		0	042	042	04	1	1.9	8	1	8	3.93313667649951	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980532	20251107	202511	2025	2025.8411	USA	THE US	USA								KAZGOVBUS	KAZAKHSTAN	KAZ					GOV	BUS		0	042	042	04	1	1.9	2	1	2	3.93313667649951	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980533	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								LAB	EMPLOYEE						LAB			0	010	010	01	1	0.0	2	1	2	-4.05186385737439	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251107140000	https://www.independent.co.uk/news/world/americas/ups-plane-crash-kentucky-louisnes-granddaughter-b2860711.html
1272980534	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								LEG	CONGRESS						LEG			1	020	020	02	1	3.0	2	1	2	-1.68421052631578	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251107140000	https://www.thenews.com.pk/latest/1356339-prince-harry-called-to-testify-before-congress-over-drug-use
1272980535	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								LEG	LAWMAKER						LEG			1	040	040	04	1	1.0	4	1	4	-4.60704607046071	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20251107140000	https://www.wrdw.com/2025/11/07/georgia-federal-lawmakers-discuss-fears-over-flight-cuts/
1272980536	20251107	202511	2025	2025.8411	USA	AMERICAN	USA								MEX	MEXICAN	MEX								1	050	050	05	1	3.5	2	1	2	-3.58306188925081	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20251107140000	https://www.tpr.org/podcast/fronteras/2025-11-07/fronteras-mexican-americans-experienced-segregation-new-exhibit-breaks-down-the-long-fight-to-desegregate-texas-schools
1272980537	20251107	202511	2025	2025.8411	USA	AMERICAN	USA								MEX	MEXICAN	MEX								1	050	050	05	1	3.5	6	1	6	-3.58306188925081	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251107140000	https://www.tpr.org/podcast/fronteras/2025-11-07/fronteras-mexican-americans-experienced-segregation-new-exhibit-breaks-down-the-long-fight-to-desegregate-texas-schools
1272980538	20251107	202511	2025	2025.8411	USA	TENNESSEE	USA								MIL	LIEUTENANT						MIL			1	084	084	08	2	7.0	3	1	3	-5.20833333333334	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	3	Lauderdale County, Tennessee, United States	US	USTN		35.7667	-89.6001	1639763	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20251107140000	https://www.yahoo.com/news/articles/tennessee-man-banned-hunting-years-110501137.html
1272980539	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								MILGOV	LIEUTENANT						MIL	GOV		0	100	100	10	3	-5.0	2	1	2	-1.15942028985507	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251107140000	https://dailycaller.com/2025/11/07/elise-stefanik-kathy-hochul-new-york-governor-2026/
1272980540	20251107	202511	2025	2025.8411	USA	THE US	USA								MNCUSA	BOEING	USA					MNC			0	030	030	03	1	4.0	8	1	8	3.93313667649951	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980541	20251107	202511	2025	2025.8411	USA	THE US	USA								MNCUSA	BOEING	USA					MNC			0	030	030	03	1	4.0	2	1	2	3.93313667649951	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980542	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								OPP	RIOTER						OPP			0	030	030	03	1	4.0	4	1	4	-7.73305084745762	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251107140000	https://www.thedailybeast.com/donald-trumps-deportations-hit-as-judge-sara-ellis-bans-gregory-bovinos-ott-illinois-chicago-midway-blitz/
1272980543	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								OPP	RIOTER						OPP			0	051	051	05	1	3.4	4	1	4	-7.73305084745762	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251107140000	https://www.thedailybeast.com/donald-trumps-deportations-hit-as-judge-sara-ellis-bans-gregory-bovinos-ott-illinois-chicago-midway-blitz/
1272980544	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								REL	RELIGIOUS GROUP									1	060	060	06	2	6.0	2	1	2	-0.62780269058296	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251107140000	https://www.sltrib.com/religion/global/2025/11/07/supreme-court-soon-hear-religious/
1272980545	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								SYR	SYRIA	SYR								0	036	036	03	1	4.0	8	2	8	-0.68119891008175	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251107140000	https://www.ashleycountyledger.com/news/national/former-jihadist-syrian-leader-makes-unprecedented-white-house-visit/article_31dfba00-80e1-56ac-92b9-d02d373326bb.html
1272980546	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								SYR	SYRIA	SYR								0	036	036	03	1	4.0	4	2	4	-0.68119891008175	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Israel	IS	IS		31.5	34.75	IS	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251107140000	https://www.ashleycountyledger.com/news/national/former-jihadist-syrian-leader-makes-unprecedented-white-house-visit/article_31dfba00-80e1-56ac-92b9-d02d373326bb.html
1272980547	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								SYR	SYRIAN	SYR								0	036	036	03	1	4.0	4	2	4	-0.68119891008175	1	Israel	IS	IS		31.5	34.75	IS	3	World Bank, District of Columbia, United States	US	USDC		38.899	-77.0422	2002658	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20251107140000	https://www.ashleycountyledger.com/news/national/former-jihadist-syrian-leader-makes-unprecedented-white-house-visit/article_31dfba00-80e1-56ac-92b9-d02d373326bb.html
1272980548	20251107	202511	2025	2025.8411	USA	WASHINGTON	USA								SYR	SYRIA	SYR								0	043	043	04	1	2.8	4	2	4	-0.68119891008175	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20251107140000	https://www.ashleycountyledger.com/news/national/former-jihadist-syrian-leader-makes-unprecedented-white-house-visit/article_31dfba00-80e1-56ac-92b9-d02d373326bb.html
1272980549	20251107	202511	2025	2025.8411	USA	THE US	USA								TJK	TAJIKISTAN	TJK								0	042	042	04	1	1.9	2	1	2	3.93313667649951	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980550	20251107	202511	2025	2025.8411	USA	THE US	USA								TJK	TAJIKISTAN	TJK								0	042	042	04	1	1.9	6	1	6	3.93313667649951	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	1	Tajikistan	TI	TI		39	71	TI	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980551	20251107	202511	2025	2025.8411	USA	THE US	USA								TJK	TAJIKISTAN	TJK								0	042	042	04	1	1.9	2	1	2	3.93313667649951	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980552	20251107	202511	2025	2025.8411	USA	NORTH CAROLINA	USA								TUR	TURKEY	TUR								1	010	010	01	1	0.0	5	1	5	-1.68674698795181	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20251107140000	https://abc11.com/post/operation-snap-disruption-heart-home-meals-launches-initiative-provide-free-lost-benefits/18125230/
1272980553	20251107	202511	2025	2025.8411	USA	NEW YORK	USA								USAELI	UNITED STATES	USA					ELI			0	110	110	11	3	-2.0	2	1	2	-1.15942028985507	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251107140000	https://dailycaller.com/2025/11/07/elise-stefanik-kathy-hochul-new-york-governor-2026/
1272980554	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								USAGOV	THE WHITE HOUSE	USA					GOV			0	042	042	04	1	1.9	4	2	4	-0.68119891008175	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20251107140000	https://www.ashleycountyledger.com/news/national/former-jihadist-syrian-leader-makes-unprecedented-white-house-visit/article_31dfba00-80e1-56ac-92b9-d02d373326bb.html
1272980555	20251107	202511	2025	2025.8411	USA	MAINE	USA								USAGOV	MAINE	USA					GOV			1	042	042	04	1	1.9	10	1	10	-2.02702702702703	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20251107140000	https://wgme.com/news/local/derek-levasseur-enters-maine-governor-race-independents-domestic-violence-assault-charges-republicans-democrats
1272980556	20251107	202511	2025	2025.8411	USA	WASHINGTON	USA								USAGOV	THE WHITE HOUSE	USA					GOV			1	043	043	04	1	2.8	1	1	1	-0.28301886792453	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251107140000	https://wowo.com/trump-hosts-central-asian-leaders-as-us-seeks-to-get-around-china-on-rare-earth-metals/
1272980557	20251107	202511	2025	2025.8411	USA	LOS ANGELES	USA								USAGOV	UNITED STATES	USA					GOV			1	073	073	07	2	7.4	4	1	4	-11.7021276595745	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20251107140000	https://www.foxla.com/news/la-police-chase-suspect-falls-hole-trying-run-from-cops-lincoln-heights
1272980558	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								USAGOV	UNITED STATES	USA					GOV			1	173	173	17	4	-5.0	6	1	6	-9.89010989010985	3	Ethan, South Dakota, United States	US	USSD	SD035	43.5478	-97.9881	1254961	3	Ethan, South Dakota, United States	US	USSD	SD035	43.5478	-97.9881	1254961	3	Ethan, South Dakota, United States	US	USSD	SD035	43.5478	-97.9881	1254961	20251107140000	https://wnax.com/news/180081-nine-indicted-in-davison-county-for-cocaine-distribution/
1272980559	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								USAJUD	UNITED STATES	USA					JUD			0	084	084	08	2	7.0	1	1	1	-5.20833333333334	3	Lauderdale County, Tennessee, United States	US	USTN	TN097	35.7667	-89.6001	1639763	3	Lauderdale County, Tennessee, United States	US	USTN		35.7667	-89.6001	1639763	3	Lauderdale County, Tennessee, United States	US	USTN		35.7667	-89.6001	1639763	20251107140000	https://www.yahoo.com/news/articles/tennessee-man-banned-hunting-years-110501137.html
1272980560	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								USAMIL	UNITED STATES	USA					MIL			1	084	084	08	2	7.0	2	1	2	-5.20833333333334	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20251107140000	https://www.yahoo.com/news/articles/tennessee-man-banned-hunting-years-110501137.html
1272980561	20251107	202511	2025	2025.8411	USA	THE US	USA								UZB	UZBEKISTAN	UZB								0	042	042	04	1	1.9	2	1	2	3.93313667649951	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	1	Tajikistan	TI	TI		39	71	TI	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980562	20251107	202511	2025	2025.8411	USA	THE US	USA								UZB	UZBEKISTAN	UZB								0	042	042	04	1	1.9	6	1	6	3.93313667649951	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980563	20251107	202511	2025	2025.8411	USA	THE US	USA								UZB	UZBEKISTAN	UZB								0	042	042	04	1	1.9	4	1	2	3.93313667649951	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980564	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								UZB	UZBEKISTAN	UZB								0	042	042	04	1	1.9	2	1	2	3.93313667649951	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980565	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								UZB	UZBEKISTAN	UZB								0	043	043	04	1	2.8	2	1	2	3.93313667649951	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272980566	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								hmn	HMONG			hmn						1	051	051	05	1	3.4	8	1	8	3.78378378378378	3	Wausau, Wisconsin, United States	US	USWI	WI073	44.9591	-89.6301	1576325	3	Wausau, Wisconsin, United States	US	USWI	WI073	44.9591	-89.6301	1576325	3	Wausau, Wisconsin, United States	US	USWI	WI073	44.9591	-89.6301	1576325	20251107140000	https://wsau.com/2025/11/07/hmong-new-year-celebrated-this-weekend/
