1265289853	20240926	202409	2024	2024.7288	AUS	AUSTRALIA	AUS								CVL	COMMUNITY						CVL			0	012	012	01	1	-0.4	2	1	2	-0.40899795501022	4	Glenside, Western Australia, Australia	AS	AS08	5485	-31.3257	116.666	11459375	4	Glenside, Western Australia, Australia	AS	AS08	5485	-31.3257	116.666	11459375	4	Glenside, Western Australia, Australia	AS	AS08	5485	-31.3257	116.666	11459375	20250926033000	https://www.abc.net.au/news/2025-09-26/sa-declared-public-precincts/105820216
1265290182	20250926	202509	2025	2025.7288	GBR	BRITISH	GBR								AUS	AUSTRALIAN	AUS								1	046	046	04	1	7.0	2	1	2	-1.08843537414966	1	United Kingdom	UK	UK		54	-4	UK	1	Australia	AS	AS		-25	135	AS	1	United Kingdom	UK	UK		54	-4	UK	20250926033000	https://www.firstpost.com/explainers/israel-benjamin-netanyahu-address-un-general-assembly-other-headlines-13936903.html
1265290183	20250926	202509	2025	2025.7288	GBR	UNITED KINGDOM	GBR								IGOUNOLEG	UNITED NATIONS		UNO				IGO	LEG		0	013	013	01	1	0.4	2	1	2	-2.18340611353712	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250926033000	https://www.bssnews.net/news/315553
1265290184	20250926	202509	2025	2025.7288	GBR	UNITED KINGDOM	GBR								PSE	PALESTINE	PSE								1	051	051	05	1	3.4	20	1	10	-3.92749244712991	4	Manningtree, Essex, United Kingdom	UK	UKE4	40132	51.95	1.06667	-2602528	4	Manningtree, Essex, United Kingdom	UK	UKE4	40132	51.95	1.06667	-2602528	4	Manningtree, Essex, United Kingdom	UK	UKE4	40132	51.95	1.06667	-2602528	20250926033000	https://www.harwichandmanningtreestandard.co.uk/news/national/25496404.david-lammy-says-indefensible-conflict-gaza-must-end-now/
1265290185	20250926	202509	2025	2025.7288	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	012	012	01	1	-0.4	2	1	2	2.21052631578947	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	United States	US	US		39.828175	-98.5795	US	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20250926033000	https://www.thetimes.com/life-style/luxury/article/london-beauty-industry-exodus-times-luxury-whv9b5w2x
1265290186	20250926	202509	2025	2025.7288	GBR	LONDON	GBR								USA	AMERICAN	USA								0	012	012	01	1	-0.4	6	1	6	2.21052631578947	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	United States	US	US		39.828175	-98.5795	US	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250926033000	https://www.thetimes.com/life-style/luxury/article/london-beauty-industry-exodus-times-luxury-whv9b5w2x
1265290187	20250926	202509	2025	2025.7288	GBR	LONDON	GBR								USA	AMERICAN	USA								0	012	012	01	1	-0.4	2	1	2	2.21052631578947	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	United States	US	US		39.828175	-98.5795	US	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20250926033000	https://www.thetimes.com/life-style/luxury/article/london-beauty-industry-exodus-times-luxury-whv9b5w2x
1265290188	20250926	202509	2025	2025.7288	GBR	LONDON	GBR								USA	AMERICAN	USA								0	040	040	04	1	1.0	8	1	8	2.21052631578947	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	United States	US	US		39.828175	-98.5795	US	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20250926033000	https://www.thetimes.com/life-style/luxury/article/london-beauty-industry-exodus-times-luxury-whv9b5w2x
1265290189	20250926	202509	2025	2025.7288	GBR	LONDON	GBR								USA	AMERICAN	USA								0	040	040	04	1	1.0	2	1	2	2.21052631578947	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	United States	US	US		39.828175	-98.5795	US	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20250926033000	https://www.thetimes.com/life-style/luxury/article/london-beauty-industry-exodus-times-luxury-whv9b5w2x
1265290190	20250926	202509	2025	2025.7288	GBRELI	TONY BLAIR	GBR					ELI			LEG	PARLIAMENT						LEG			1	014	014	01	1	0.0	2	1	2	-5.28905289052891	4	Manningtree, Essex, United Kingdom	UK	UKE4	40132	51.95	1.06667	-2602528	4	Manningtree, Essex, United Kingdom	UK	UKE4	40132	51.95	1.06667	-2602528	4	Manningtree, Essex, United Kingdom	UK	UKE4	40132	51.95	1.06667	-2602528	20250926033000	https://www.harwichandmanningtreestandard.co.uk/news/national/25496385.digital-id-cards-branded-gimmick-cynical-ploy-fool-voters/
1265290191	20250926	202509	2025	2025.7288	GBRGOV	WELSH	GBR					GOV													1	051	051	05	1	3.4	10	1	10	-3.64145658263305	0								0								0								20250926033000	https://www.walesonline.co.uk/news/politics/big-change-announced-council-tax-32551995
1265290192	20250926	202509	2025	2025.7288	GBRGOV	BRITISH	GBR					GOV			AUSGOV	AUSTRALIAN	AUS					GOV			0	040	040	04	1	1.0	4	1	4	-1.08843537414966	1	United Kingdom	UK	UK		54	-4	UK	1	Australia	AS	AS		-25	135	AS	1	United Kingdom	UK	UK		54	-4	UK	20250926033000	https://www.firstpost.com/explainers/israel-benjamin-netanyahu-address-un-general-assembly-other-headlines-13936903.html
1265290193	20250926	202509	2025	2025.7288	GBRGOV	UNITED KINGDOM	GBR					GOV			AUSGOV	AUSTRALIA	AUS					GOV			0	040	040	04	1	1.0	2	1	2	-1.08843537414966	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250926033000	https://www.firstpost.com/explainers/israel-benjamin-netanyahu-address-un-general-assembly-other-headlines-13936903.html
1265290194	20250926	202509	2025	2025.7288	GBRGOV	BRITISH	GBR					GOV			AUSGOV	AUSTRALIAN	AUS					GOV			1	046	046	04	1	7.0	6	1	6	-1.08843537414966	1	United Kingdom	UK	UK		54	-4	UK	1	Australia	AS	AS		-25	135	AS	1	United Kingdom	UK	UK		54	-4	UK	20250926033000	https://www.firstpost.com/explainers/israel-benjamin-netanyahu-address-un-general-assembly-other-headlines-13936903.html
1265290195	20250926	202509	2025	2025.7288	GBRGOV	UNITED KINGDOM	GBR					GOV			IGOUNOLEG	UNITED NATIONS		UNO				IGO	LEG		0	013	013	01	1	0.4	2	1	2	-2.18340611353712	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250926033000	https://www.bssnews.net/news/315553
1265290196	20250926	202509	2025	2025.7288	GBRPTY	UNITED KINGDOM	GBR								CVL	VOTER						CVL			0	112	112	11	3	-2.0	2	1	2	-5.28905289052891	4	Manningtree, Essex, United Kingdom	UK	UKE4	40132	51.95	1.06667	-2602528	4	Manningtree, Essex, United Kingdom	UK	UKE4	40132	51.95	1.06667	-2602528	4	Manningtree, Essex, United Kingdom	UK	UKE4	40132	51.95	1.06667	-2602528	20250926033000	https://www.harwichandmanningtreestandard.co.uk/news/national/25496385.digital-id-cards-branded-gimmick-cynical-ploy-fool-voters/
1265290197	20250926	202509	2025	2025.7288	GHA	GHANA	GHA																		1	010	010	01	1	0.0	4	1	4	4.37017994858612	5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	0								5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	20250926033000	https://thechronicle.com.gh/adutwums-chances-of-winning-presidential-primary-looks-brighter/
1265290198	20250926	202509	2025	2025.7288	GHA	GHANA	GHA																		1	060	060	06	2	6.0	1	1	1	4.52127659574468	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20250926033000	https://achpr.au.int/index.php/en/news/final-communiques/2025-09-23/final-communique-38th-extraordinary-session-achpr
1265290199	20250926	202509	2025	2025.7288	GHA	GHANA	GHA																		1	060	060	06	2	6.0	1	1	1	4.52127659574468	1	Sudan	SU	SU		16	30	SU	0								4	Banjul, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	20250926033000	https://achpr.au.int/index.php/en/news/final-communiques/2025-09-23/final-communique-38th-extraordinary-session-achpr
1265290200	20250926	202509	2025	2025.7288	GHA	GHANA	GHA								CVL	VILLAGE						CVL			1	043	043	04	1	2.8	3	1	3	-0.81499592502038	4	Pankronu, Ghana (general), Ghana	GH	GH00	190720	6.75071	-1.60617	-2077956	4	Pankronu, Ghana (general), Ghana	GH	GH00	190720	6.75071	-1.60617	-2077956	4	Pankronu, Ghana (general), Ghana	GH	GH00	190720	6.75071	-1.60617	-2077956	20250926033000	https://thechronicle.com.gh/feature-asantehemaas-d%C9%94te-yie/
1265290201	20250926	202509	2025	2025.7288	GHA	GHANA	GHA								CVL	VILLAGE						CVL			1	043	043	04	1	2.8	1	1	1	-0.81499592502038	4	Adum, Benue, Nigeria	NI	NI26	191218	7.5801	8.1391	10311746	4	Adum, Benue, Nigeria	NI	NI26	191218	7.5801	8.1391	10311746	4	Adum, Benue, Nigeria	NI	NI26	191218	7.5801	8.1391	10311746	20250926033000	https://thechronicle.com.gh/feature-asantehemaas-d%C9%94te-yie/
1265290202	20250926	202509	2025	2025.7288	GHA	GHANA	GHA								GOV	PRESIDENT						GOV			1	110	110	11	3	-2.0	4	1	4	4.37017994858612	5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	20250926033000	https://thechronicle.com.gh/adutwums-chances-of-winning-presidential-primary-looks-brighter/
1265290203	20250926	202509	2025	2025.7288	GHA	GHANA	GHA								JUD	JUDICIARY						JUD			1	044	044	04	1	2.5	10	1	10	-0.81499592502038	4	Manhyia, Ghana (general), Ghana	GH	GH00	190575	6.71546	-1.72232	-2075978	4	Manhyia, Ghana (general), Ghana	GH	GH00	190575	6.71546	-1.72232	-2075978	4	Manhyia, Ghana (general), Ghana	GH	GH00	190575	6.71546	-1.72232	-2075978	20250926033000	https://thechronicle.com.gh/feature-asantehemaas-d%C9%94te-yie/
1265290204	20250926	202509	2025	2025.7288	GHA	GHANA	GHA								JUD	CHIEF JUSTICE						JUD			1	057	057	05	1	8.0	1	1	1	-0.81499592502038	4	Manhyia, Ghana (general), Ghana	GH	GH00	190575	6.71546	-1.72232	-2075978	4	Manhyia, Ghana (general), Ghana	GH	GH00	190575	6.71546	-1.72232	-2075978	4	Manhyia, Ghana (general), Ghana	GH	GH00	190575	6.71546	-1.72232	-2075978	20250926033000	https://thechronicle.com.gh/feature-asantehemaas-d%C9%94te-yie/
1265290205	20250926	202509	2025	2025.7288	GMB	BANJUL	GMB								LEG	DELEGATE						LEG			1	020	020	02	1	3.0	3	1	3	2.67379679144385	4	Banjul, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	4	Banjul, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	4	Banjul, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	20250926033000	https://achpr.au.int/index.php/en/news/press-releases/2025-09-25/callforcontributions2nd-pre-sessionforum
1265290206	20250926	202509	2025	2025.7288	GOV	PRIME MINISTER						GOV													1	010	010	01	1	0.0	5	1	5	1.66666666666667	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250926033000	https://www.financialexpress.com/world-news/trump-meets-shehbaz-sharif-asim-munir-on-sidelines-of-unga-hails-pakistan-pm-as-great-leader/3989846/
1265290207	20250926	202509	2025	2025.7288	GOV	PRESIDENT						GOV													0	010	010	01	1	0.0	1	1	1	-1.55875299760192	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250926033000	https://www.nbclosangeles.com/news/national-international/fact-check-donald-trump-climate-change-renewables/3783251/
1265290208	20250926	202509	2025	2025.7288	GOV	MINIST						GOV													0	010	010	01	1	0.0	10	1	10	4.35729847494553	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20250926033000	https://www.newkerala.com/news/o/union-minister-ram-mohan-naidu-represents-india-icao-general-752
1265290209	20250926	202509	2025	2025.7288	GOV	GOVERNMENT						GOV													0	010	010	01	1	0.0	10	1	10	-9.10569105691054	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	0								2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20250926033000	https://www.telegraphherald.com/news/national_world/article_e217eab6-f445-48bd-b726-fb03005948c8.html
1265290210	20250926	202509	2025	2025.7288	GOV	MINIST						GOV													1	012	012	01	1	-0.4	1	1	1	-0.48465266558966	4	Bedok, Singapore (general), Singapore	SN	SN00	18585	1.32639	103.942	41052	0								4	Bedok, Singapore (general), Singapore	SN	SN00	18585	1.32639	103.942	41052	20250926033000	https://www.indiatoday.in/world/story/suspected-pork-parcel-singapore-mosque-playing-with-fire-warns-minister-2793599-2025-09-26
1265290211	20250926	202509	2025	2025.7288	GOV	SECRETARIAT						GOV													1	020	020	02	1	3.0	10	1	10	2.67379679144385	4	Banjul, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	0								4	Banjul, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	20250926033000	https://achpr.au.int/index.php/en/news/press-releases/2025-09-25/callforcontributions2nd-pre-sessionforum
1265290212	20250926	202509	2025	2025.7288	GOV	GOVERNMENT						GOV													0	020	020	02	1	3.0	10	1	10	-1.05820105820105	4	Cessnock, New South Wales, Australia	AS	AS02	5096	-32.8321	151.356	-1565008	0								4	Cessnock, New South Wales, Australia	AS	AS02	5096	-32.8321	151.356	-1565008	20250926033000	https://www.cessnockadvertiser.com.au/story/9075214/grattan-albanese-advances-climate-goals-palestine-recognition/
1265290213	20250926	202509	2025	2025.7288	GOV	MINISTRY						GOV													1	020	020	02	1	3.0	18	1	10	2.85087719298245	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20250926033000	https://thenationonlineng.net/16-newly-promoted-senior-nis-nscdc-cos-ffs-officers-wear-new-ranks/
1265290214	20250926	202509	2025	2025.7288	GOV	EXTERNAL AFFAIRS MINIST						GOV													0	020	020	02	1	3.0	1	1	1	-0.58252427184466	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								1	Pakistan	PK	PK		30	70	PK	20250926033000	https://aninews.in/news/world/us/cloud-over-trump-sharif-meet-white-house-yet-to-release-official-photo-pak-pmo-says-meet-closed-to-press20250926081953/
1265290215	20250926	202509	2025	2025.7288	GOV	EXTERNAL AFFAIRS MINIST						GOV													0	020	020	02	1	3.0	1	1	1	-0.58252427184466	1	Pakistan	PK	PK		30	70	PK	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250926033000	https://aninews.in/news/world/us/cloud-over-trump-sharif-meet-white-house-yet-to-release-official-photo-pak-pmo-says-meet-closed-to-press20250926081953/
1265290216	20250926	202509	2025	2025.7288	GOV	PRESIDENT						GOV													1	030	030	03	1	4.0	8	1	8	5.96658711217184	4	Ajaokuta, Kogi, Nigeria	NI	NI41	22908	7.4605	6.6947	-1998323	0								4	Ajaokuta, Kogi, Nigeria	NI	NI41	22908	7.4605	6.6947	-1998323	20250926033000	https://guardian.ng/technology/experts-canvass-integration-of-technology-in-manufacturing/
1265290217	20250926	202509	2025	2025.7288	GOV	PRESIDENT						GOV													1	042	042	04	1	1.9	3	1	3	2.66429840142095	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	0								4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20250926033000	https://en.vietnamplus.vn/state-president-returns-to-hanoi-concluding-trip-for-unga-80-bilateral-activities-in-us-post327279.vnp
1265290218	20250926	202509	2025	2025.7288	GOV	PRIME MINISTER						GOV													1	043	043	04	1	2.8	10	1	10	5.26315789473684	4	Dehradun, Uttaranchal, India	IN	IN39	70287	30.3167	78.0333	-2094211	0								4	Dehradun, Uttaranchal, India	IN	IN39	70287	30.3167	78.0333	-2094211	20250926033000	https://www.newkerala.com/news/o/uttarakhand-cm-dhami-lays-emphasis-indigenous-products-952
1265290219	20250926	202509	2025	2025.7288	GOV	MINIST						GOV													0	051	051	05	1	3.4	10	1	10	2.85087719298245	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20250926033000	https://thenationonlineng.net/16-newly-promoted-senior-nis-nscdc-cos-ffs-officers-wear-new-ranks/
1265290220	20250926	202509	2025	2025.7288	GOV	MINIST						GOV													1	051	051	05	1	3.4	5	1	5	4.69798657718121	1	Belarus	BO	BO		53	28	BO	0								1	Belarus	BO	BO		53	28	BO	20250926033000	https://www.dawn.com/news/1944645/pakistan-eyes-belarus-tractor-assembly-plant
1265290221	20250926	202509	2025	2025.7288	GOV	GOVERNMENT						GOV													0	071	071	07	2	7.4	5	1	5	0.99502487562189	4	Sa Kaeo, Sa Kaeo, Thailand	TH	TH80	26964	13.8141	102.072	-3254408	0								4	Sa Kaeo, Sa Kaeo, Thailand	TH	TH80	26964	13.8141	102.072	-3254408	20250926033000	https://www.thestar.com.my/aseanplus/aseanplus-news/2025/09/26/thailand-to-build-10km-border-fence-in-sa-kaeo-with-87mil-baht-budget
1265290222	20250926	202509	2025	2025.7288	GOV	GOVERNMENT						GOV													1	071	071	07	2	7.4	5	1	5	2.19298245614035	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20250926033000	https://economictimes.indiatimes.com/news/morning-brief-podcast/morning-brief-podcast-indias-big-indic-data-chase/podcast/124140546.cms
1265290223	20250926	202509	2025	2025.7288	GOV	GOVERNMENT						GOV													0	083	083	08	2	5.0	5	1	5	-2.18340611353712	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250926033000	https://www.bssnews.net/news/315553
1265290224	20250926	202509	2025	2025.7288	GOV	CHIEF MINISTER						GOV													0	090	090	09	2	-2.0	5	1	5	-0.50335570469799	5	Uttarakhand, Uttaranchal, India	IN	IN39	70282	30.25	79.25	6240779	0								5	Uttarakhand, Uttaranchal, India	IN	IN39	70282	30.25	79.25	6240779	20250926033000	https://www.newkerala.com/news/o/uttarakhand-chief-minister-felicitates-75-meritorious-students-949
1265290225	20250926	202509	2025	2025.7288	GOV	AUTHORITIES						GOV													1	090	090	09	2	-2.0	6	1	6	-3.67647058823529	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20250926033000	https://www.yahoo.com/news/articles/lightning-strike-kills-wisconsin-department-011404255.html
1265290226	20250926	202509	2025	2025.7288	GOV	PRESIDENT						GOV													1	111	111	11	3	-2.0	10	1	10	0.63897763578275	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20250926033000	https://www.financialexpress.com/market/stocks-to-watch-afcons-infrastructure-telecom-stocks-abb-india-hindustan-aeronautics-reliance-industries-bhel-nuvoco-vistas-rites-3989679/
1265290227	20250926	202509	2025	2025.7288	GOV	PRIME MINISTER						GOV													0	112	112	11	3	-2.0	4	1	4	-5.28905289052891	4	Manningtree, Essex, United Kingdom	UK	UKE4	40132	51.95	1.06667	-2602528	0								4	Manningtree, Essex, United Kingdom	UK	UKE4	40132	51.95	1.06667	-2602528	20250926033000	https://www.harwichandmanningtreestandard.co.uk/news/national/25496385.digital-id-cards-branded-gimmick-cynical-ploy-fool-voters/
1265290228	20250926	202509	2025	2025.7288	GOV	GOVERNMENT						GOV													0	160	160	16	4	-4.0	2	1	2	-6.27118644067796	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	0								4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	20250926033000	https://www.rappler.com/philippines/mindanao/dpwh-director-lilibeth-aparecio-officials-courtesy-resignations-september-2025/
1265290229	20250926	202509	2025	2025.7288	GOV	GOVERNMENT						GOV													0	160	160	16	4	-4.0	3	1	3	-6.27118644067796	4	Malaybalay, City of Malaybalay, Philippines	RP	RPK6	24262	8.1575	125.128	-2436612	0								4	Malaybalay, City of Malaybalay, Philippines	RP	RPK6	24262	8.1575	125.128	-2436612	20250926033000	https://www.rappler.com/philippines/mindanao/dpwh-director-lilibeth-aparecio-officials-courtesy-resignations-september-2025/
1265290230	20250926	202509	2025	2025.7288	GOV	PRESIDENT						GOV													1	173	173	17	4	-5.0	10	1	10	-4.07303370786517	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20250926033000	https://richmondfreepress.com/news/2025/sep/25/memory-of-jan-6-fades-as-false-narratives-take-hold-by-david-w-marshall/
