1267709673	20151012	201510	2015	2015.7726	VNM	VIETNAM	VNM								LAO	LAOS	LAO								1	051	051	05	1	3.4	2	1	2	11.4864864864865	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251009171500	https://en.vietnamplus.vn/vietnam-laos-strengthen-cooperation-across-multiple-fields-post330146.vnp
1267710142	20251009	202510	2025	2025.7644	CVL	SCIENTIST						CVL			USA	MASSACHUSETTS	USA								1	020	020	02	1	3.0	3	1	3	2.09790209790209	4	Milky Way, Magallanes y Antáica Chilena, Chile	CI	CI10	12960	-54.4	-72.6167	-904301	4	Milky Way, Magallanes y Antáica Chilena, Chile	CI	CI10	12960	-54.4	-72.6167	-904301	4	Milky Way, Magallanes y Antáica Chilena, Chile	CI	CI10	12960	-54.4	-72.6167	-904301	20251009171500	https://www.zmescience.com/space/astronomers-just-found-the-most-pristine-star-ever-and-thats-a-huge-deal/
1267710143	20251009	202510	2025	2025.7644	CVL	NEIGHBORHOOD						CVL			USA	UNITED STATES	USA								0	020	020	02	1	3.0	4	1	4	-3.21100917431193	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20251009171500	https://ktbb.com/post/?p=1448065
1267710144	20251009	202510	2025	2025.7644	CVL	RESIDENTS						CVL			USA	UNITED STATES	USA								1	020	020	02	1	3.0	4	1	4	1.61812297734628	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20251009171500	http://www.timberjay.com/stories/hauschild-wont-seekstaubers-seat-for-now,23564
1267710145	20251009	202510	2025	2025.7644	CVL	POPULATION						CVL			USA	UNITED STATES	USA								1	046	046	04	1	7.0	4	1	4	-4.43458980044346	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20251009171500	https://www.msnbc.com/rachel-maddow-show/maddowblog/portland-trump-claims-are-odds-administrations-assessments-rcna236660
1267710146	20251009	202510	2025	2025.7644	CVL	POPULATION						CVL			USA	AMERICAN	USA								1	046	046	04	1	7.0	4	1	4	-4.43458980044346	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20251009171500	https://www.msnbc.com/rachel-maddow-show/maddowblog/portland-trump-claims-are-odds-administrations-assessments-rcna236660
1267710147	20251009	202510	2025	2025.7644	CVL	HUNTER						CVL			USA	UNITED STATES	USA								1	120	120	12	3	-4.0	1	1	1	-1.63800163800164	3	Voyageurs National Park, Minnesota, United States	US	USMN	MN137	48.5002	-92.8335	660491	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20251009171500	http://www.timberjay.com/stories/deer-winter-and-wolves,23576
1267710148	20251009	202510	2025	2025.7644	CVL	HUNTER						CVL			USA	UNITED STATES	USA								1	120	120	12	3	-4.0	3	1	3	-1.63800163800164	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20251009171500	http://www.timberjay.com/stories/deer-winter-and-wolves,23576
1267710149	20251009	202510	2025	2025.7644	CVL	MIGRANT						CVL			USAGOV	UNITED STATES	USA					GOV			0	111	111	11	3	-2.0	4	1	4	-5.88662790697674	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20251009171500	https://www.texasobserver.org/dallas-vigil-ice-shooting-victims-trump-deportations/
1267710150	20251009	202510	2025	2025.7644	CVLHLH	COMMUNITY						CVL	HLH		HLH	HOSPITAL						HLH			1	073	073	07	2	7.4	10	1	10	-4.86486486486487	0								0								0								20251009171500	http://www.timberjay.com/stories/bystanders-rescue-man-from-burning-car-on-echo-trail,23567
1267710151	20251009	202510	2025	2025.7644	CZE	CZECH REPUBLIC	CZE																		1	080	080	08	2	5.0	1	1	1	-1.16959064327485	1	Czech Republic	EZ	EZ		49.75	15	EZ	0								1	Czech Republic	EZ	EZ		49.75	15	EZ	20251009171500	https://www.gazetaexpress.com/en/new-releases-point-without-surface-18/
1267710152	20251009	202510	2025	2025.7644	CZE	CZECH REPUBLIC	CZE								ITA	MILAN	ITA								1	020	020	02	1	3.0	1	1	1	-1.16959064327485	1	Czech Republic	EZ	EZ		49.75	15	EZ	1	Czech Republic	EZ	EZ		49.75	15	EZ	1	Czech Republic	EZ	EZ		49.75	15	EZ	20251009171500	https://www.gazetaexpress.com/en/new-releases-point-without-surface-18/
1267710153	20251009	202510	2025	2025.7644	DEU	GERMANY	DEU								AZE	AZERBAIJAN	AZE								1	040	040	04	1	1.0	2	1	2	6.41025641025641	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Germany	GM	GM		51.5	10.5	GM	20251009171500	https://news.az/news/azerbaijan-and-germany-discuss-cooperation-prospects-in-agriculture
1267710154	20251009	202510	2025	2025.7644	DEU	GERMANY	DEU								AZE	AZERBAIJAN	AZE								1	040	040	04	1	1.0	8	1	8	6.41025641025641	1	Germany	GM	GM		51.5	10.5	GM	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Germany	GM	GM		51.5	10.5	GM	20251009171500	https://news.az/news/azerbaijan-and-germany-discuss-cooperation-prospects-in-agriculture
1267710155	20251009	202510	2025	2025.7644	DEU	GERMANY	DEU								AZE	AZERBAIJAN	AZE								1	061	061	06	2	6.4	2	1	2	6.41025641025641	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Germany	GM	GM		51.5	10.5	GM	20251009171500	https://news.az/news/azerbaijan-and-germany-discuss-cooperation-prospects-in-agriculture
1267710156	20251009	202510	2025	2025.7644	DEU	GERMANY	DEU								AZE	AZERBAIJAN	AZE								1	061	061	06	2	6.4	8	1	8	6.41025641025641	1	Germany	GM	GM		51.5	10.5	GM	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Germany	GM	GM		51.5	10.5	GM	20251009171500	https://news.az/news/azerbaijan-and-germany-discuss-cooperation-prospects-in-agriculture
1267710157	20251009	202510	2025	2025.7644	DEU	BERLIN	DEU								DEUCVL	GERMANY	DEU					CVL			1	090	090	09	2	-2.0	2	1	2	-5.0531914893617	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20251009171500	https://www.kten.com/news/rediscovered-painting-shows-madam-of-notorious-nazi-brothel/article_aeff299e-a681-5fc9-885a-cba20ae9e3a9.html
1267710158	20251009	202510	2025	2025.7644	DEU	BERLIN	DEU								GOV	FOREIGN MINIST						GOV			1	020	020	02	1	3.0	6	1	6	-0.53908355795148	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20251009171500	https://www.gazetaexpress.com/en/Berlin-Process-in-Belfast:-German-diplomat-has-many-steps-to-take-on-the-path-of-reconciliation-in-Belfast/
1267710159	20251009	202510	2025	2025.7644	DEU	GERMANY	DEU								GOV	FOREIGN MINIST						GOV			1	020	020	02	1	3.0	2	1	2	-0.53908355795148	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20251009171500	https://www.gazetaexpress.com/en/Berlin-Process-in-Belfast:-German-diplomat-has-many-steps-to-take-on-the-path-of-reconciliation-in-Belfast/
1267710160	20251009	202510	2025	2025.7644	DEU	BERLIN	DEU								GOV	FOREIGN MINIST						GOV			1	020	020	02	1	3.0	2	1	2	-0.53908355795148	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20251009171500	https://www.gazetaexpress.com/en/Berlin-Process-in-Belfast:-German-diplomat-has-many-steps-to-take-on-the-path-of-reconciliation-in-Belfast/
1267710161	20251009	202510	2025	2025.7644	DEU	GERMANY	DEU								MED	WRITER						MED			0	010	010	01	1	0.0	2	1	2	-5.0531914893617	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20251009171500	https://www.kten.com/news/rediscovered-painting-shows-madam-of-notorious-nazi-brothel/article_aeff299e-a681-5fc9-885a-cba20ae9e3a9.html
1267710162	20251009	202510	2025	2025.7644	DEU	GERMANY	DEU								MED	WRITER						MED			0	013	013	01	1	0.4	4	1	4	-5.0531914893617	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20251009171500	https://www.kten.com/news/rediscovered-painting-shows-madam-of-notorious-nazi-brothel/article_aeff299e-a681-5fc9-885a-cba20ae9e3a9.html
1267710163	20251009	202510	2025	2025.7644	DEUCVL	BERLIN	DEU					CVL													1	090	090	09	2	-2.0	5	1	5	-5.0531914893617	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20251009171500	https://www.kten.com/news/rediscovered-painting-shows-madam-of-notorious-nazi-brothel/article_aeff299e-a681-5fc9-885a-cba20ae9e3a9.html
1267710164	20251009	202510	2025	2025.7644	DEUGOV	GERMAN	DEU					GOV			AZE	AZERBAIJANI	AZE								1	040	040	04	1	1.0	2	1	2	6.41025641025641	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20251009171500	https://news.az/news/azerbaijan-and-germany-discuss-cooperation-prospects-in-agriculture
1267710165	20251009	202510	2025	2025.7644	DEUGOV	GERMAN	DEU					GOV			AZEGOVAGR	AZERBAIJANI	AZE					GOV	AGR		1	040	040	04	1	1.0	3	1	3	6.41025641025641	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20251009171500	https://news.az/news/azerbaijan-and-germany-discuss-cooperation-prospects-in-agriculture
1267710166	20251009	202510	2025	2025.7644	DNK	DANE	DNK																		1	081	081	08	2	5.0	3	1	3	-4.52127659574468	3	Burleigh County, North Dakota, United States	US	USND	ND015	46.9583	-100.462	1035614	0								3	Burleigh County, North Dakota, United States	US	USND		46.9583	-100.462	1035614	20251009171500	https://www.kvor.com/2025/10/09/blm-activist-in-fargo-pleads-guilty-to-misuse-of-funds/
1267710167	20251009	202510	2025	2025.7644	DNK	DANE	DNK								USA	UNITED STATES	USA								1	081	081	08	2	5.0	1	1	1	-4.52127659574468	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20251009171500	https://www.kvor.com/2025/10/09/blm-activist-in-fargo-pleads-guilty-to-misuse-of-funds/
1267710168	20251009	202510	2025	2025.7644	EDU	STUDENT						EDU													0	010	010	01	1	0.0	5	1	5	1.79414542020774	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20251009171500	https://now.uiowa.edu/news/2025/10/more-students-more-solutions-faculty-rise-meet-growing-enrollment
1267710169	20251009	202510	2025	2025.7644	EDU	STUDENT						EDU													1	010	010	01	1	0.0	4	1	4	-2.23123732251522	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251009171500	https://www.dailycal.org/news/campus/academics/uc-berkeley-considers-earlier-class-add-drop-deadline-asuc-expresses-concerns/article_64eeca08-3437-4d16-83d3-22684d00b8e4.html
1267710170	20251009	202510	2025	2025.7644	EDU	SCHOOL						EDU													0	012	012	01	1	-0.4	10	1	10	-1.98412698412698	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20251009171500	https://www.harvardmagazine.com/harvard-in-the-crosshairs/harvard-layoffs-across-university-schools
1267710171	20251009	202510	2025	2025.7644	EDU	SCHOOL						EDU													0	014	014	01	1	0.0	10	1	10	3.1031031031031	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	0								4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	20251009171500	https://www.miragenews.com/university-maths-schools-driving-social-1548911/
1267710172	20251009	202510	2025	2025.7644	EDU	SCHOOL						EDU													0	016	016	01	1	-2.0	5	1	5	-0.29673590504451	4	Selly Oak, Birmingham, United Kingdom	UK	UKA7	40136	52.4333	-1.95	-2607427	0								4	Selly Oak, Birmingham, United Kingdom	UK	UKA7	40136	52.4333	-1.95	-2607427	20251009171500	https://www.bbc.com/news/articles/c33rx8ln34vo
1267710173	20251009	202510	2025	2025.7644	EDU	SCHOOL						EDU													0	030	030	03	1	4.0	5	1	5	-0.29673590504451	4	Selly Oak, Birmingham, United Kingdom	UK	UKA7	40136	52.4333	-1.95	-2607427	0								4	Selly Oak, Birmingham, United Kingdom	UK	UKA7	40136	52.4333	-1.95	-2607427	20251009171500	https://www.bbc.com/news/articles/c33rx8ln34vo
1267710174	20251009	202510	2025	2025.7644	EDU	UNIVERSITY						EDU													1	036	036	03	1	4.0	8	1	8	3.53606789250354	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20251009171500	https://www.ttnworldwide.com:443/Article/329088/Abu-Dhabi-Airports,-Al-Hail-Holding-forge-deal-to-transform-payment
1267710175	20251009	202510	2025	2025.7644	EDU	SCHOOL						EDU													1	036	036	03	1	4.0	10	1	10	4.22163588390502	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20251009171500	https://www.coloradopolitics.com/2025/10/08/aps-and-cu-denver-partner-to-guarantee-student-admission/
1267710176	20251009	202510	2025	2025.7644	EDU	SCHOOL						EDU													0	036	036	03	1	4.0	8	1	8	0	3	Sartell High School, Minnesota, United States	US	USMN	MN145	45.6289	-94.2181	2067923	0								3	Sartell High School, Minnesota, United States	US	USMN		45.6289	-94.2181	2067923	20251009171500	https://townhall.com/tipsheet/amy-curtis/2025/10/09/sartell-high-school-tpusa-n2664428
1267710177	20251009	202510	2025	2025.7644	EDU	STUDENT						EDU													1	036	036	03	1	4.0	10	1	10	7.06214689265536	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20251009171500	https://norfolkdailynews.com/news/in-school-savings-bank-opens-at-boone-central-elementary/article_05b390a4-fb5f-44e9-95a1-432a6d169b29.html
1267710178	20251009	202510	2025	2025.7644	EDU	UNIVERSITY						EDU													1	042	042	04	1	1.9	2	1	2	0.49566294919455	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20251009171500	https://www.aljazeera.com/news/2025/10/9/modi-starmer-hail-uk-india-trade-deal-as-new-investment-revealed
1267710179	20251009	202510	2025	2025.7644	EDU	UNIVERSITY						EDU													1	042	042	04	1	1.9	2	1	2	0.49566294919455	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251009171500	https://www.aljazeera.com/news/2025/10/9/modi-starmer-hail-uk-india-trade-deal-as-new-investment-revealed
1267710180	20251009	202510	2025	2025.7644	EDU	UNIVERSITY						EDU													1	042	042	04	1	1.9	4	1	4	0.49566294919455	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20251009171500	https://www.aljazeera.com/news/2025/10/9/modi-starmer-hail-uk-india-trade-deal-as-new-investment-revealed
1267710181	20251009	202510	2025	2025.7644	EDU	STUDENT						EDU													1	051	051	05	1	3.4	10	1	10	6.03015075376884	5	Kyongsang, Kyongsang-namdo, South Korea	KS	KS20	24982	35.25	128.25	315815	0								5	Kyongsang, Kyongsang-namdo, South Korea	KS	KS20	24982	35.25	128.25	315815	20251009171500	https://en.vietnamplus.vn/party-chief-visits-dprk-kindergarten-attends-wpks-anniversary-show-post330144.vnp
1267710182	20251009	202510	2025	2025.7644	EDU	SCHOOL						EDU													1	057	057	05	1	8.0	10	1	10	4.22163588390502	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20251009171500	https://www.coloradopolitics.com/2025/10/08/aps-and-cu-denver-partner-to-guarantee-student-admission/
1267710183	20251009	202510	2025	2025.7644	EDU	SCHOOL						EDU													0	070	070	07	2	7.0	10	1	10	-1.98412698412698	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20251009171500	https://www.harvardmagazine.com/harvard-in-the-crosshairs/harvard-layoffs-across-university-schools
1267710184	20251009	202510	2025	2025.7644	EDU	SCHOOL						EDU													0	071	071	07	2	7.4	5	1	5	-1.98412698412698	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20251009171500	https://www.harvardmagazine.com/harvard-in-the-crosshairs/harvard-layoffs-across-university-schools
1267710185	20251009	202510	2025	2025.7644	EDU	SCHOOL						EDU													1	080	080	08	2	5.0	10	1	10	-1.98412698412698	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20251009171500	https://www.harvardmagazine.com/harvard-in-the-crosshairs/harvard-layoffs-across-university-schools
1267710186	20251009	202510	2025	2025.7644	EDU	STUDENT						EDU													0	120	120	12	3	-4.0	3	1	3	-2.23123732251522	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251009171500	https://www.dailycal.org/news/campus/academics/uc-berkeley-considers-earlier-class-add-drop-deadline-asuc-expresses-concerns/article_64eeca08-3437-4d16-83d3-22684d00b8e4.html
1267710187	20251009	202510	2025	2025.7644	EDU	STUDENT						EDU													0	120	120	12	3	-4.0	10	1	10	0	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20251009171500	https://townhall.com/tipsheet/amy-curtis/2025/10/09/sartell-high-school-tpusa-n2664428
1267710188	20251009	202510	2025	2025.7644	EDU	PROFESSOR						EDU			ARE	UNITED ARAB EMIRATES	ARE								1	036	036	03	1	4.0	1	1	1	3.53606789250354	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20251009171500	https://www.ttnworldwide.com:443/Article/329088/Abu-Dhabi-Airports,-Al-Hail-Holding-forge-deal-to-transform-payment
1267710189	20251009	202510	2025	2025.7644	EDU	UNIVERSITY						EDU			ARE	DUBAI	ARE								1	036	036	03	1	4.0	8	1	8	3.53606789250354	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	1	Egypt	EG	EG		27	30	EG	20251009171500	https://www.ttnworldwide.com:443/Article/329088/Abu-Dhabi-Airports,-Al-Hail-Holding-forge-deal-to-transform-payment
1267710190	20251009	202510	2025	2025.7644	EDU	UNIVERSITY						EDU			AREEDU	UNITED ARAB EMIRATES	ARE					EDU			1	036	036	03	1	4.0	3	1	2	3.53606789250354	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20251009171500	https://www.ttnworldwide.com:443/Article/329088/Abu-Dhabi-Airports,-Al-Hail-Holding-forge-deal-to-transform-payment
1267710191	20251009	202510	2025	2025.7644	EDU	ACADEMICIAN						EDU			AZE	AZERBAIJANI	AZE								1	043	043	04	1	2.8	1	1	1	4.48877805486284	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20251009171500	https://news.az/news/azerbaijan-and-slovakia-explore-prospects-for-military-technical-cooperation
