1263999631	20240919	202409	2024	2024.7096	MIL	LIEUTENANT GENERAL						MIL			RUS	RUSSIA	RUS								0	190	190	19	4	-10.0	2	1	2	-8.72340425531915	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20250919061500	https://www.independent.ie/world-news/europe/babushka-bomber-caught-after-assassination-plot-on-head-of-russian-defence-business/a91213973.html
1263999893	20250919	202509	2025	2025.7096	CHN	SHANGHAI	CHN								CHNGOV	CHINA	CHN					GOV			0	046	046	04	1	7.0	1	1	1	-5.56586270871985	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999894	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			0	110	110	11	3	-2.0	2	1	2	-6.06060606060606	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250919061500	http://www.bignewsnetwork.com/news/278587007/2nd-ld-writethru-us-vetoes-un-security-council-draft-resolution-on-gaza-humanitarian-access
1263999895	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								COP	DEPUTY						COP			1	010	010	01	1	0.0	3	1	3	-5.55555555555556	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250919061500	https://www.newzimbabwe.com/minister-warns-rogue-miners-of-harsh-penalties-under-new-responsible-mining-policy/
1263999896	20250919	202509	2025	2025.7096	CHN	CHINESE	CHN								CVL	VILLAGE						CVL			1	061	061	06	2	6.4	4	1	4	-0.77519379844962	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	20250919061500	https://www.theepochtimes.com/world/china-exports-village-surveillance-model-to-solomon-islands-5916794
1263999897	20250919	202509	2025	2025.7096	CHN	CHINESE	CHN								CVL	VILLAGE						CVL			1	061	061	06	2	6.4	2	1	2	-0.77519379844962	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	https://www.theepochtimes.com/world/china-exports-village-surveillance-model-to-solomon-islands-5916794
1263999898	20250919	202509	2025	2025.7096	CHN	CHINESE	CHN								CVL	VILLAGE						CVL			1	061	061	06	2	6.4	4	1	4	-0.77519379844962	1	Taiwan	TW	TW		24	121	TW	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	20250919061500	https://www.theepochtimes.com/world/china-exports-village-surveillance-model-to-solomon-islands-5916794
1263999899	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								ESP	MADRID	ESP								1	010	010	01	1	0.0	1	1	1	-1.55440414507772	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	http://www.bignewsnetwork.com/news/278584106/tiktok-deal-talks-hinge-on-algorithm-as-us-china-extend-deadline
1263999900	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								ESP	MADRID	ESP								1	010	010	01	1	0.0	1	1	1	-1.55440414507772	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20250919061500	http://www.bignewsnetwork.com/news/278584106/tiktok-deal-talks-hinge-on-algorithm-as-us-china-extend-deadline
1263999901	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								ESP	MADRID	ESP								1	013	013	01	1	0.4	1	1	1	-1.55440414507772	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	http://www.bignewsnetwork.com/news/278584106/tiktok-deal-talks-hinge-on-algorithm-as-us-china-extend-deadline
1263999902	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								ESP	MADRID	ESP								1	013	013	01	1	0.4	4	1	4	-1.55440414507772	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20250919061500	http://www.bignewsnetwork.com/news/278584106/tiktok-deal-talks-hinge-on-algorithm-as-us-china-extend-deadline
1263999903	20250919	202509	2025	2025.7096	CHN	TIANJIN	CHN								GOV	PRIME MINISTER						GOV			0	040	040	04	1	1.0	7	1	7	-5.56586270871985	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999904	20250919	202509	2025	2025.7096	CHN	SHANGHAI	CHN								GOV	PRIME MINISTER						GOV			0	046	046	04	1	7.0	8	1	8	-5.56586270871985	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999905	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								GOV	GOVERNMENT OFFICIAL						GOV			0	057	057	05	1	8.0	2	1	2	-3.94190871369294	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250919061500	https://www.independent.ie/world-news/pope-leo-vows-to-uphold-gay-friendly-policy-of-pope-francis-and-continue-work-on-womens-ordination/a1392790680.html
1263999906	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								GOV	GOVERNMENT OFFICIAL						GOV			0	057	057	05	1	8.0	8	1	8	-3.94190871369294	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250919061500	https://www.independent.ie/world-news/pope-leo-vows-to-uphold-gay-friendly-policy-of-pope-francis-and-continue-work-on-womens-ordination/a1392790680.html
1263999907	20250919	202509	2025	2025.7096	CHN	CHINESE	CHN								JPN	JAPANESE	JPN								0	017	017	01	1	0.0	1	1	1	-5.56586270871985	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	North Korea	KN	KN		40	127	KN	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999908	20250919	202509	2025	2025.7096	CHN	CHINESE	CHN								JPN	JAPANESE	JPN								0	017	017	01	1	0.0	1	1	1	-5.56586270871985	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Japan	JA	JA		36	138	JA	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999909	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								MIL	FIGHTER JET						MIL			0	040	040	04	1	1.0	4	1	4	1.03950103950104	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	https://torontosun.com/news/world/trump-xi-set-to-discuss-tiktok-deal-future-of-u-s-china-relations
1263999910	20250919	202509	2025	2025.7096	CHN	CHINESE	CHN								MIL	MILITARY						MIL			0	042	042	04	1	1.9	1	1	1	-5.56586270871985	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999911	20250919	202509	2025	2025.7096	CHN	CHINESE	CHN								MIL	MILITARY						MIL			0	042	042	04	1	1.9	1	1	1	-5.56586270871985	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999912	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								POL	POLAND	POL								0	042	042	04	1	1.9	5	1	5	-2.01612903225806	1	China	CH	CH		35	105	CH	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20250919061500	https://charter97.org/en/news/2025/9/19/656263/
1263999913	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								RUS	RUSSIAN	RUS								0	061	061	06	2	6.4	2	1	2	-2.37797246558198	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919061500	https://www.brecorder.com/news/40383551/trump-and-xi-seek-tiktok-win-to-break-us-china-gridlock
1263999914	20250919	202509	2025	2025.7096	CHN	CHINESE	CHN								UAF	FIGHTER						UAF			1	042	042	04	1	1.9	4	1	4	-0.77519379844962	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	https://www.theepochtimes.com/world/china-exports-village-surveillance-model-to-solomon-islands-5916794
1263999915	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								UIS	THE INTERNATIONAL COMMUNITY						UIS			0	013	013	01	1	0.4	1	1	1	-6.06060606060606	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250919061500	http://www.bignewsnetwork.com/news/278587007/2nd-ld-writethru-us-vetoes-un-security-council-draft-resolution-on-gaza-humanitarian-access
1263999916	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								UIS	THE INTERNATIONAL COMMUNITY						UIS			0	013	013	01	1	0.4	4	1	4	-6.06060606060606	1	China	CH	CH		35	105	CH	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919061500	http://www.bignewsnetwork.com/news/278587007/2nd-ld-writethru-us-vetoes-un-security-council-draft-resolution-on-gaza-humanitarian-access
1263999917	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	-2.37797246558198	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Russia	RS	RS		60	100	RS	20250919061500	https://www.brecorder.com/news/40383551/trump-and-xi-seek-tiktok-win-to-break-us-china-gridlock
1263999918	20250919	202509	2025	2025.7096	CHN	CHINA	CHN								USA	NEW YORK	USA								1	111	111	11	3	-2.0	2	1	2	-9.33609958506225	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919061500	https://www.theweek.in/news/world/2025/09/19/china-points-out-the-truth-to-new-york-times-for-its-charlie-kirk-disinformation-report-you-are-the-problem.html
1263999919	20250919	202509	2025	2025.7096	CHNCOP	CHINA	CHN					COP			CHN	CHINA	CHN								1	090	090	09	2	-2.0	2	1	2	-0.77519379844962	4	Lin Jiamu, Jiangxi, China	CH	CH03	13326	28.8795	118.261	10551011	4	Lin Jiamu, Jiangxi, China	CH	CH03	13326	28.8795	118.261	10551011	4	Lin Jiamu, Jiangxi, China	CH	CH03	13326	28.8795	118.261	10551011	20250919061500	https://www.theepochtimes.com/world/china-exports-village-surveillance-model-to-solomon-islands-5916794
1263999920	20250919	202509	2025	2025.7096	CHNCOP	CHINESE	CHN					COP			UAF	FIGHTER						UAF			1	042	042	04	1	1.9	6	1	6	-0.77519379844962	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	https://www.theepochtimes.com/world/china-exports-village-surveillance-model-to-solomon-islands-5916794
1263999921	20250919	202509	2025	2025.7096	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								0	012	012	01	1	-0.4	3	1	3	-6.06060606060606	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250919061500	http://www.bignewsnetwork.com/news/278587007/2nd-ld-writethru-us-vetoes-un-security-council-draft-resolution-on-gaza-humanitarian-access
1263999922	20250919	202509	2025	2025.7096	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								0	0311	031	03	1	5.2	1	1	1	-5.56586270871985	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999923	20250919	202509	2025	2025.7096	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								0	040	040	04	1	1.0	1	1	1	-5.56586270871985	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999924	20250919	202509	2025	2025.7096	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								0	043	043	04	1	2.8	1	1	1	-2.37797246558198	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	1	Russia	RS	RS		60	100	RS	20250919061500	https://www.brecorder.com/news/40383551/trump-and-xi-seek-tiktok-win-to-break-us-china-gridlock
1263999925	20250919	202509	2025	2025.7096	CHNGOV	CHINA	CHN					GOV			CHN	SHANGHAI	CHN								0	046	046	04	1	7.0	1	1	1	-5.56586270871985	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999926	20250919	202509	2025	2025.7096	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								0	110	110	11	3	-2.0	3	1	3	-6.06060606060606	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250919061500	http://www.bignewsnetwork.com/news/278587007/2nd-ld-writethru-us-vetoes-un-security-council-draft-resolution-on-gaza-humanitarian-access
1263999927	20250919	202509	2025	2025.7096	CHNGOV	CHINESE	CHN					GOV			JPN	JAPANESE	JPN								0	017	017	01	1	0.0	3	1	3	-5.56586270871985	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Japan	JA	JA		36	138	JA	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999928	20250919	202509	2025	2025.7096	CHNGOV	CHINA	CHN					GOV			MIL	MILITARY						MIL			1	070	070	07	2	7.0	2	1	2	0.1923076923077	4	Jingde, Shanghai, China	CH	CH23	13243	31.0205	121.124	11113073	4	Jingde, Shanghai, China	CH	CH23	13243	31.0205	121.124	11113073	4	Jingde, Shanghai, China	CH	CH23	13243	31.0205	121.124	11113073	20250919061500	https://charter97.org/en/news/2025/9/19/656255/
1263999929	20250919	202509	2025	2025.7096	CHNGOV	CHINA	CHN					GOV			MIL	MILITARY						MIL			1	120	120	12	3	-4.0	2	1	2	0.1923076923077	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Jingde, Shanghai, China	CH	CH23	13243	31.0205	121.124	11113073	4	Jingde, Shanghai, China	CH	CH23	13243	31.0205	121.124	11113073	20250919061500	https://charter97.org/en/news/2025/9/19/656255/
1263999930	20250919	202509	2025	2025.7096	CHNGOV	CHINA	CHN					GOV			POL	POLAND	POL								0	020	020	02	1	3.0	4	1	4	-2.01612903225806	1	China	CH	CH		35	105	CH	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	1	China	CH	CH		35	105	CH	20250919061500	https://charter97.org/en/news/2025/9/19/656263/
1263999931	20250919	202509	2025	2025.7096	CHNGOV	CHINA	CHN					GOV			POL	POLAND	POL								0	020	020	02	1	3.0	1	1	1	-2.01612903225806	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250919061500	https://charter97.org/en/news/2025/9/19/656263/
1263999932	20250919	202509	2025	2025.7096	CHNGOV	CHINA	CHN					GOV			POL	POLAND	POL								0	025	025	02	1	-0.3	4	1	4	-2.01612903225806	1	China	CH	CH		35	105	CH	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	1	China	CH	CH		35	105	CH	20250919061500	https://charter97.org/en/news/2025/9/19/656263/
1263999933	20250919	202509	2025	2025.7096	CHNGOV	CHINA	CHN					GOV			POL	POLAND	POL								0	025	025	02	1	-0.3	1	1	1	-2.01612903225806	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250919061500	https://charter97.org/en/news/2025/9/19/656263/
1263999934	20250919	202509	2025	2025.7096	CHNGOV	CHINA	CHN					GOV			POL	POLAND	POL								0	042	042	04	1	1.9	6	1	6	-2.01612903225806	1	China	CH	CH		35	105	CH	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20250919061500	https://charter97.org/en/news/2025/9/19/656263/
1263999935	20250919	202509	2025	2025.7096	CHNGOV	CHINA	CHN					GOV			POL	POLAND	POL								0	042	042	04	1	1.9	3	1	3	-2.01612903225806	1	China	CH	CH		35	105	CH	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	1	China	CH	CH		35	105	CH	20250919061500	https://charter97.org/en/news/2025/9/19/656263/
1263999936	20250919	202509	2025	2025.7096	CHNGOV	CHINA	CHN					GOV			POL	POLAND	POL								0	042	042	04	1	1.9	1	1	1	-2.01612903225806	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250919061500	https://charter97.org/en/news/2025/9/19/656263/
1263999937	20250919	202509	2025	2025.7096	CHNGOV	XI JINPING	CHN					GOV			PRK	NORTH KOREAN	PRK								0	042	042	04	1	1.9	1	1	1	-5.56586270871985	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	North Korea	KN	KN		40	127	KN	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999938	20250919	202509	2025	2025.7096	CHNGOV	XI JINPING	CHN					GOV			PRK	NORTH KOREAN	PRK								0	042	042	04	1	1.9	4	1	4	-5.56586270871985	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	North Korea	KN	KN		40	127	KN	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999939	20250919	202509	2025	2025.7096	CHNGOV	XI JINPING	CHN					GOV			PRK	NORTH KOREA	PRK								0	042	042	04	1	1.9	2	1	2	-5.56586270871985	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999940	20250919	202509	2025	2025.7096	CHNGOV	XI JINPING	CHN					GOV			PRK	NORTH KOREAN	PRK								0	042	042	04	1	1.9	1	1	1	-5.56586270871985	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1263999941	20250919	202509	2025	2025.7096	CHNGOV	XI JINPING	CHN					GOV			PRK	NORTH KOREAN	PRK								0	043	043	04	1	2.8	1	1	1	-5.56586270871985	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	North Korea	KN	KN		40	127	KN	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
